match_id,match_date,tournament,city,venue,teams,toss_winner,toss_decision,outcome,meta_created,info,innings_idx,innings_team,innings_target,over,delivery_idx_in_over,bowler,batter,non_striker,batter_runs,extras_runs,total_runs,extras_type,extras_dict,legal_delivery,wicket_count,wicket_players,wicket_kinds,wicket_fielders,review,raw_delivery
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,5,5,Arshdeep Singh,Q de Kock,KH Pandya,0,0,0,,{},True,0,,,,,"{'batter': 'Q de Kock', 'bowler': 'Arshdeep Singh', 'non_striker': 'KH Pandya', 'runs': {'batter': 0, 'extras': 0, 'total': 0}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,0,Arshdeep Singh,KA Pollard,NM Coulter-Nile,6,0,6,,{},True,0,,,,,"{'batter': 'KA Pollard', 'bowler': 'Arshdeep Singh', 'non_striker': 'NM Coulter-Nile', 'runs': {'batter': 6, 'extras': 0, 'total': 6}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,1,Arshdeep Singh,KA Pollard,NM Coulter-Nile,6,0,6,,{},True,0,,,,,"{'batter': 'KA Pollard', 'bowler': 'Arshdeep Singh', 'non_striker': 'NM Coulter-Nile', 'runs': {'batter': 6, 'extras': 0, 'total': 6}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,2,Arshdeep Singh,KA Pollard,NM Coulter-Nile,1,0,1,,{},True,0,,,,,"{'batter': 'KA Pollard', 'bowler': 'Arshdeep Singh', 'non_striker': 'NM Coulter-Nile', 'runs': {'batter': 1, 'extras': 0, 'total': 1}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,3,Arshdeep Singh,NM Coulter-Nile,KA Pollard,4,0,4,,{},True,0,,,,,"{'batter': 'NM Coulter-Nile', 'bowler': 'Arshdeep Singh', 'non_striker': 'KA Pollard', 'runs': {'batter': 4, 'extras': 0, 'total': 4}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,4,Arshdeep Singh,NM Coulter-Nile,KA Pollard,4,0,4,,{},True,0,,,,,"{'batter': 'NM Coulter-Nile', 'bowler': 'Arshdeep Singh', 'non_striker': 'KA Pollard', 'runs': {'batter': 4, 'extras': 0, 'total': 4}}"
36,2020-10-18,IPL,,Dubai International Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",Mumbai Indians,bat,"{'result': 'tie', 'eliminator': 'Kings XI Punjab'}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-18'], 'event': {'name': 'Indian Premier League', 'match_number': 36}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['J Srinath'], 'reserve_umpires': ['AY Dandekar'], 'tv_umpires': ['AK Chaudhary'], 'umpires': ['Nitin Menon', 'PR Reiffel']}, 'outcome': {'result': 'tie', 'eliminator': 'Kings XI Punjab'}, 'overs': 20, 'player_of_match': ['KL Rahul'], 'players': {'Mumbai Indians': ['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AK Chaudhary': 'fdcc6236', 'AS Roy': 'e4cdf230', 'AY Dandekar': '2efc430e', 'Arshdeep Singh': '244048f6', 'CH Gayle': 'db584dad', 'CJ Jordan': 'ffe699c0', 'DJ Hooda': '73ad96ed', 'GJ Maxwell': 'b681e71e', 'HH Pandya': 'dbe50b21', 'Ishan Kishan': '752f7486', 'J Srinath': 'bad31fac', 'JJ Bumrah': '462411b3', 'KA Pollard': 'a757b0d8', 'KH Pandya': '5b8c830e', 'KL Rahul': 'b17e2f24', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'NM Coulter-Nile': '56ab442f', 'Nitin Menon': 'e1d41d9e', 'PR Reiffel': 'c9354f29', 'Q de Kock': '372455c4', 'RD Chahar': '2ed569a0', 'RG Sharma': '740742ef', 'Ravi Bishnoi': 'df064e1a', 'SA Yadav': '271f83cd', 'TA Boult': 'a818c1be'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Mumbai Indians', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Mumbai Indians'}, 'venue': 'Dubai International Cricket Stadium'}",0,Mumbai Indians,,17,5,Arshdeep Singh,NM Coulter-Nile,KA Pollard,1,0,1,,{},True,0,,,,,"{'batter': 'NM Coulter-Nile', 'bowler': 'Arshdeep Singh', 'non_striker': 'KA Pollard', 'runs': {'batter': 1, 'extras': 0, 'total': 1}}"
38,2020-10-20,IPL,,Dubai International Cricket Stadium,"['Delhi Capitals', 'Kings XI Punjab']",Delhi Capitals,bat,"{'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-20'], 'event': {'name': 'Indian Premier League', 'match_number': 38}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['Prakash Bhatt'], 'reserve_umpires': ['K Srinivasan'], 'tv_umpires': ['KN Ananthapadmanabhan'], 'umpires': ['C Shamshuddin', 'RK Illingworth']}, 'outcome': {'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}, 'overs': 20, 'player_of_match': ['S Dhawan'], 'players': {'Delhi Capitals': ['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'DR Sams', 'TU Deshpande'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'JDS Neesham', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AR Patel': '2e171977', 'Arshdeep Singh': '244048f6', 'C Shamshuddin': '0f9d921b', 'CH Gayle': 'db584dad', 'DJ Hooda': '73ad96ed', 'DR Sams': 'caf69bf7', 'GJ Maxwell': 'b681e71e', 'JDS Neesham': '9219eff0', 'K Rabada': 'e62dd25d', 'K Srinivasan': '042a8b69', 'KL Rahul': 'b17e2f24', 'KN Ananthapadmanabhan': '3144063a', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'MP Stoinis': 'd9273ee7', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'PP Shaw': '8b3e9c7c', 'Prakash Bhatt': 'f848ab0b', 'R Ashwin': '495d42a5', 'RK Illingworth': '20672246', 'RR Pant': '919a3be2', 'Ravi Bishnoi': 'df064e1a', 'S Dhawan': '0a476045', 'SO Hetmyer': '48a1d7b7', 'SS Iyer': '85ec8e33', 'TU Deshpande': '46a9bea1'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Delhi Capitals', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Delhi Capitals'}, 'venue': 'Dubai International Cricket Stadium'}",0,Delhi Capitals,,2,0,Arshdeep Singh,PP Shaw,S Dhawan,0,0,0,,{},True,0,,,,,"{'batter': 'PP Shaw', 'bowler': 'Arshdeep Singh', 'non_striker': 'S Dhawan', 'runs': {'batter': 0, 'extras': 0, 'total': 0}}"
38,2020-10-20,IPL,,Dubai International Cricket Stadium,"['Delhi Capitals', 'Kings XI Punjab']",Delhi Capitals,bat,"{'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-20'], 'event': {'name': 'Indian Premier League', 'match_number': 38}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['Prakash Bhatt'], 'reserve_umpires': ['K Srinivasan'], 'tv_umpires': ['KN Ananthapadmanabhan'], 'umpires': ['C Shamshuddin', 'RK Illingworth']}, 'outcome': {'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}, 'overs': 20, 'player_of_match': ['S Dhawan'], 'players': {'Delhi Capitals': ['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'DR Sams', 'TU Deshpande'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'JDS Neesham', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AR Patel': '2e171977', 'Arshdeep Singh': '244048f6', 'C Shamshuddin': '0f9d921b', 'CH Gayle': 'db584dad', 'DJ Hooda': '73ad96ed', 'DR Sams': 'caf69bf7', 'GJ Maxwell': 'b681e71e', 'JDS Neesham': '9219eff0', 'K Rabada': 'e62dd25d', 'K Srinivasan': '042a8b69', 'KL Rahul': 'b17e2f24', 'KN Ananthapadmanabhan': '3144063a', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'MP Stoinis': 'd9273ee7', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'PP Shaw': '8b3e9c7c', 'Prakash Bhatt': 'f848ab0b', 'R Ashwin': '495d42a5', 'RK Illingworth': '20672246', 'RR Pant': '919a3be2', 'Ravi Bishnoi': 'df064e1a', 'S Dhawan': '0a476045', 'SO Hetmyer': '48a1d7b7', 'SS Iyer': '85ec8e33', 'TU Deshpande': '46a9bea1'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Delhi Capitals', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Delhi Capitals'}, 'venue': 'Dubai International Cricket Stadium'}",0,Delhi Capitals,,2,1,Arshdeep Singh,PP Shaw,S Dhawan,0,0,0,,{},True,0,,,,,"{'batter': 'PP Shaw', 'bowler': 'Arshdeep Singh', 'non_striker': 'S Dhawan', 'runs': {'batter': 0, 'extras': 0, 'total': 0}}"
38,2020-10-20,IPL,,Dubai International Cricket Stadium,"['Delhi Capitals', 'Kings XI Punjab']",Delhi Capitals,bat,"{'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}",2020-10-20,"{'balls_per_over': 6, 'dates': ['2020-10-20'], 'event': {'name': 'Indian Premier League', 'match_number': 38}, 'gender': 'male', 'match_type': 'T20', 'officials': {'match_referees': ['Prakash Bhatt'], 'reserve_umpires': ['K Srinivasan'], 'tv_umpires': ['KN Ananthapadmanabhan'], 'umpires': ['C Shamshuddin', 'RK Illingworth']}, 'outcome': {'winner': 'Kings XI Punjab', 'by': {'wickets': 5}}, 'overs': 20, 'player_of_match': ['S Dhawan'], 'players': {'Delhi Capitals': ['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'DR Sams', 'TU Deshpande'], 'Kings XI Punjab': ['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'JDS Neesham', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']}, 'registry': {'people': {'AR Patel': '2e171977', 'Arshdeep Singh': '244048f6', 'C Shamshuddin': '0f9d921b', 'CH Gayle': 'db584dad', 'DJ Hooda': '73ad96ed', 'DR Sams': 'caf69bf7', 'GJ Maxwell': 'b681e71e', 'JDS Neesham': '9219eff0', 'K Rabada': 'e62dd25d', 'K Srinivasan': '042a8b69', 'KL Rahul': 'b17e2f24', 'KN Ananthapadmanabhan': '3144063a', 'M Ashwin': 'e2db2409', 'MA Agarwal': '00ea847a', 'MP Stoinis': 'd9273ee7', 'Mohammed Shami': '8cf9814c', 'N Pooran': '3241e3fd', 'PP Shaw': '8b3e9c7c', 'Prakash Bhatt': 'f848ab0b', 'R Ashwin': '495d42a5', 'RK Illingworth': '20672246', 'RR Pant': '919a3be2', 'Ravi Bishnoi': 'df064e1a', 'S Dhawan': '0a476045', 'SO Hetmyer': '48a1d7b7', 'SS Iyer': '85ec8e33', 'TU Deshpande': '46a9bea1'}}, 'season': '2020/21', 'team_type': 'club', 'teams': ['Delhi Capitals', 'Kings XI Punjab'], 'toss': {'decision': 'bat', 'winner': 'Delhi Capitals'}, 'venue': 'Dubai International Cricket Stadium'}",0,Delhi Capitals,,2,2,Arshdeep Singh,PP Shaw,S Dhawan,4,0,4,,{},True,0,,,,,"{'batter': 'PP Shaw', 'bowler': 'Arshdeep Singh', 'non_striker': 'S Dhawan', 'runs': {'batter': 4, 'extras': 0, 'total': 4}}"
